post_title,post_date,product_name,sale_price,regular_price,instant_savings,approx_regular_price,source_url,scraped_at
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2600007 HOT WHEELS TROPHY CHAMPIONS BIG FOOT MULTIPACK $29.99,$29.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2674198 HOT WHEELS FORMULA 1 GRAND PRIX CIRCUIT $79.99,$79.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1872170 LITTLE HOTTIES HAND WARMERS PACK OF 40 PAIRS ($3.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $9.99,$3.00,,3.00,6.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1858601 PUMA LOW CREW SOCKS 10PK KIDS SIZES 5-11 $6.97,$6.97,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1921524 VANCOUVER CANUCKS NHL BEANIE ONE SIZE $15.99,$15.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1806253 LESAT3EX SHOE DISPLAY BOXES PACK OF 4 ($9.00 INSTANT SAVINGS EXPIRES ON 2025-10-27) $28.99,$9.00,,9.00,18.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2000509 SNO-STORM SNOW SLED 127CM (50IN) $22.99,$22.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1934862 MELISSA & DOUG WOODEN ICE CREAMERY PLAYSET $79.99,$79.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1981801 TASTY INDIAN BISTRO GIFT CARDS 2 X $50 ITEM IS NON-REFUNDABLE $79.99,$50,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1858861 TED BAKER DRESS PANT MENS SIZES 30-40 ($10.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $19.99,$10.00,,10.00,20.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,3376000 TOMMY HILFIGER BOXER BRIEF 4PK MENS SIZES S-XL $24.99,$24.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1525715 PUMA LOGO JOGGER MENS SIZES XS-XXL ($5.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $19.99,$5.00,,5.00,10.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1682510 BENCH CREWNECK SWEATER MENS SIZES S-XXL ($5.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $19.99,$5.00,,5.00,10.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1320255 UNDER ARMOUR ACTIVE POLO MENS SIZES S-XXL $33.99,$33.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1965502 JACHS NY FLANNEL SHIRT MENS SIZES S-XXL $21.99,$21.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2522598 ANDY & EVAN 2PC SWEATER SET KIDS SIZES 2T-8 $23.99,$23.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1897201 ROXY WAFFLE SHIRT JACKET WOMENS SIZES S-XL ($5.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $14.99,$5.00,,5.00,10.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,3322100 TUFF ATHLETICS LEGGING LADIES SIZES S-XL ($5.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $14.99,$5.00,,5.00,10.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1904588 GAP CROPPED POPLIN SHIRT WOMENS SIZES XS-XL ($7.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $12.99,$7.00,,7.00,14.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1919380 MONDETTA CROPPED JACKET WOMENS SIZES XS-XL ($10.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $14.99,$10.00,,10.00,20.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1907227 TUFF ATHLETICS LEGGING WOMENS SIZES S-XXL ($5.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $14.99,$5.00,,5.00,10.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,"1906295 SPLENDID 2PC WAFFLE FLEECE PJ WOMENS SIZES XS, L&XL ($6.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $16.99",$6.00,,6.00,12.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1728504 WINNIPEG JETS HOODIE KIDS SIZES XS-XXL $16.99,$16.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1728507 VANCOUVER CANUCKS HOODIE KIDS SIZES S-XXL $16.99,$16.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,3919430 KNIX PERIOD UNDERWEAR 3PK WOMENS SIZES S-XXL $39.99,$39.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1796304 KITCHENAID OVEN MITT SET 4 PIECES ($5.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $19.99,$5.00,,5.00,10.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,3412351 HOTEL SIGNATURE 400TC COTTON SHEETS KING 6PC ($15.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $54.99,$15.00,,15.00,30.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1931713 KATE SPADE KITCHEN TOWELS PACK OF 6 $19.99,$19.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,4420081 MON CHATEAU FAUX FUR CURLY RUG 4'2,$19.97,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,870739 NATURE'S PATH PUMPKIN GRANOLA 1 kg ($2.50 INSTANT SAVINGS EXPIRES ON 2025-11-09) $9.49,$2.50,,2.50,5.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1124423 NATURE'S PATH COCONUT CASHEW GRANOLA 720 g ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-16) $7.49,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1952853 KELLOGG'S HOLIDAY RICE KRISPIES 1.03KG $9.99,$9.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1280651 GENERAL MILLS LUCKY CHARMS 1.08KG ($2.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $7.49,$2.00,,2.00,4.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,891 QUAKER HARVEST CRUNCH 1.8 KG ($2.50 INSTANT SAVINGS EXPIRES ON 2025-11-09) $9.49,$2.50,,2.50,5.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,8563733 HAVANNA DULCE DE LECHE 1 KG $9.99,$9.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,247221 KELLOGG'S RICE KRISPIES SQUARES 54 X 22 G ($3.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $10.49,$3.00,,3.00,6.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1847968 POLSELLI CLASSICA 00 FLOUR 5 KG $13.99,$13.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1966719 YUPIK COCOA POWDER 700G $13.99,$13.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,298078 GHIRARDELLI CHOCOLATE BROWNIE MIX 2.83 kg ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $15.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,2445711 CRUNCHMASTER MULTIGRAIN CRACKERS 567G ($2.50 INSTANT SAVINGS EXPIRES ON 2025-11-23) $8.99,$2.50,,2.50,5.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,348294 OCEAN'S POLE & LINE LIGHT TUNA 6 x 184 g ($3.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $11.49,$3.00,,3.00,6.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,8565559 LA EXPLANADA ASSORTED OLIVES 6 X 375ML $18.99,$18.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,242470 SENSIBLE PORTIONS PITA BITES 567 G ($2.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $6.99,$2.00,,2.00,4.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,5756101 RW GARCIA JALAPENO CRACKERS 850G ($2.50 INSTANT SAVINGS EXPIRES ON 2025-10-31) $8.99,$2.50,,2.50,5.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1963654 CRUNCHMASTER QUESO RICE CRACKERS 454G $14.49,$14.49,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1885706 CINNAMON TOAST CRUNCH MINI COOKIES 28 X 42G ($3.50 INSTANT SAVINGS EXPIRES ON 2025-11-09) $13.49,$3.50,,3.50,7.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,8565688 TARTUFI JIMMY TRUFFLE AND CHEESE PASTA SAUCE 2 X 500G $14.99,$14.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1966271 FILOTEA LA MATASSINE EGG PASTA VARIETY 4 X 250G $13.49,$13.49,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1373299 SIMPLY CAMPBELL'S CHICKEN BROTH 6 X 946ML ($2.50 INSTANT SAVINGS EXPIRES ON 2025-10-30) $9.49,$2.50,,2.50,5.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1062199 SPRAGUE ORGANIC LENTIL & VEG SOUP 8 X 398 ML ($4.00 INSTANT SAVINGS EXPIRES ON 2025-11-23) $12.99,$4.00,,4.00,8.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,225501 HIDDEN VALLEY RANCH DRESSING 2 x 1.18 L ($3.50 INSTANT SAVINGS EXPIRES ON 2025-11-09) $9.99,$3.50,,3.50,7.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,766951 KRAFT GRATED PARMESAN CHEESE 680 g ($3.50 INSTANT SAVINGS EXPIRES ON 2025-11-02) $13.49,$3.50,,3.50,7.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1858254 BROWNSTONE FOCACCIA CROUTONS 737G ($2.00 INSTANT SAVINGS EXPIRES ON 2025-11-02) $4.49,$2.00,,2.00,4.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1947950 ESSENZA GLASS HAND SOAP 3 X 473 ML $14.99,$14.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1584546 GLYSOMED HAND CREAM 2 x 250 mL + 50 mL ($3.50 INSTANT SAVINGS EXPIRES ON 2025-11-09) $12.49,$3.50,,3.50,7.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1835219 VASELINE COCOA RADIANT 3 X 600ML ($3.50 INSTANT SAVINGS EXPIRES ON 2025-11-09) $12.49,$3.50,,3.50,7.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1283088 L'OREAL REVITALIFT NIGHT CREAM 100 mL ($7.00 INSTANT SAVINGS EXPIRES ON 2025-11-23) $27.99,$7.00,,7.00,14.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1476494 STRIVECTIN PEPTIGHT FACE SERUM 2 x 30 mL $69.97,$69.97,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1845220 HADA LABO TOKYO SUPER HYDRATION 3-STEP 3 X 350ML $34.97,$34.97,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1901991 L'OREAL PARADISE LASH PARADISE 1 PRIMER + 2 MASCARA $24.97,$24.97,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1904590 BIODANCE COLLAGEN TONER PADS 2 X 60 PADS $57.99,$57.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1912355 MANYO CLEANSING TISSUES 2 X 80CT $24.99,$24.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1906623 DAHRUEM BARRIER CREAM 3 X 75ML $64.99,$64.99,,,,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1381941 GARNIER MICELLAR WATER 2 x 700 mL ($5.00 INSTANT SAVINGS EXPIRES ON 2025-11-09) $18.99,$5.00,,5.00,10.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1953337 NEXXUS SHAMPOO & CONDITIONER 2 X 1L ($9.00 INSTANT SAVINGS EXPIRES ON 2025-11-23) $25.99,$9.00,,9.00,18.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,120902 CETAPHIL SKIN CLEANSER 1L ($5.00 INSTANT SAVINGS EXPIRES ON 2025-11-23) $14.99,$5.00,,5.00,10.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1953493 L'OREAL REVITALIFT NIGHT CREAM 2 X 50ML ($7.00 INSTANT SAVINGS EXPIRES ON 2025-11-23) $27.99,$7.00,,7.00,14.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1954360 L'OREAL REVITALIFT DAY CREAM SPF25 2 X 50ML ($7.00 INSTANT SAVINGS EXPIRES ON 2025-11-23) $27.99,$7.00,,7.00,14.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
"Costco Flyer & Costco Sale Items for October 27 – November 2, 2025 for BC, AB, SK, MB",2025-10-28T00:07:57+00:00,1957838 VERILUX HAPPYLIGHT ALBA LED LIGHT THERAPY LAMP ($12.00 INSTANT SAVINGS EXPIRES ON 2025-11-23) $47.99,$12.00,,12.00,24.0,https://cocowest.ca/2025/10/costco-flyer-costco-sale-items-for-october-27-november-2-2025-for-bc-ab-sk-mb/,2025-10-30T11:50:22
